List Name,Unit Name,Title,Color,Weapon,HP1-,ATK1-,SPD1-,DEF1-,RES1-,HP1,ATK1,SPD1,DEF1,RES1,HP1+,ATK1+,SPD1+,DEF1+,RES1+,HP40-,ATK40-,SPD40-,DEF40-,RES40-,HP40,ATK40,SPD40,DEF40,RES40,HP40+,ATK40+,SPD40+,DEF40+,RES40+,WHP,WATK,WSPD,WDEF,WRES,Possible,HP,ATK,SPD,DEF,RES
Ninian,Ninian,Oracle of Destiny,Blue,Breath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,neutral
Ninian (Bride),Ninian,Bright-Eyed Bride,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Nino,Nino,Pious Mage,Green,Tome,14,6,9,2,5,15,7,10,3,6,16,8,11,4,7,28,28,31,14,21,31,31,34,17,24,34,34,37,20,27,0,9,0,0,0,1,neutral,boon,boon,bane,neutral
Nowi,Nowi,Eternal Youth,Blue,Breath,15,5,3,5,3,16,6,4,6,4,17,7,5,7,5,39,29,21,25,21,42,32,24,28,24,45,35,27,31,27,0,7,0,0,0,1,bane,boon,boon,boon,neutral
Nowi (Halloween),Nowi,Eternal Witch,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Oboro,Oboro,Fierce Fighter,Blue,Lance,16,7,5,8,3,17,8,6,9,4,18,9,7,10,5,34,27,21,30,19,37,30,24,33,22,40,33,27,36,25,0,8,0,0,0,1,neutral,boon,bane,boon,boon
Odin,Odin,Potent Force,Blue,Tome,17,3,7,5,4,18,4,8,6,5,19,5,9,7,6,37,17,27,21,20,40,20,30,24,23,43,23,33,27,26,0,9,0,0,0,1,neutral,boon,boon,neutral,bane
Ogma,Ogma,Loyal Blade,Red,Sword,19,6,9,4,1,20,7,10,5,2,21,8,11,6,3,41,30,29,22,9,44,33,32,25,12,47,36,35,28,15,0,5,-5,0,0,1,bane,boon,boon,neutral,bane
Oliver,Oliver,Admirer of Beauty,Blue,Tome,n/a,n/a,n/a,n/a,n/a,17,8,4,5,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39,30,18,21,32,n/a,n/a,n/a,n/a,n/a,0,9,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Olivia,Olivia,Blushing Beauty,Red,Sword,15,5,6,3,2,16,6,7,4,3,17,7,8,5,4,31,23,28,21,20,34,26,31,24,23,37,29,34,27,26,0,11,0,0,0,1,neutral,boon,boon,neutral,bane
Olivia (PA),Olivia,Festival Dancer,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,boon
Olwen,Olwen,Blue Mage Knight,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Olwen (WT),Olwen,Righteous Knight,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Oscar,Oscar,Agile Hoseman,Blue,Lance,16,6,7,5,4,17,7,8,6,5,18,8,9,7,6,34,28,29,21,16,37,31,32,24,19,40,34,35,27,22,0,8,0,0,0,1,neutral,boon,boon,neutral,bane
Palla,Palla,Eldest Whitewing,Red,Sword,16,6,8,4,5,17,7,9,5,6,18,8,10,6,7,36,26,26,22,21,39,29,29,25,24,42,32,32,28,27,0,8,0,0,0,1,bane,boon,boon,neutral,bane
Peri,Peri,Playful Slayer,Blue,Lance,14,8,8,4,4,15,9,9,5,5,16,10,10,6,6,30,28,28,18,24,33,31,31,21,27,36,34,34,24,30,0,7,0,0,0,1,bane,boon,boon,bane,neutral
Priscilla,Priscilla,Delicate Princess,Colorless,Staff,15,6,5,2,7,16,7,6,3,8,17,8,7,4,9,31,24,23,14,27,34,27,26,17,30,37,30,29,20,33,0,7,0,0,0,1,neutral,boon,boon,bane,neutral
Raigh,Raigh,Dark Child,Red,Tome,15,7,6,3,5,16,8,7,4,6,17,9,8,5,7,31,27,24,17,23,34,30,27,20,26,37,33,30,23,29,0,6,0,0,0,1,neutral,neutral,boon,bane,neutral
Raven,Raven,Peerless Fighter,Green,Axe,17,7,8,4,3,18,8,9,5,4,19,9,10,6,5,35,29,30,20,17,38,32,33,23,20,41,35,36,26,23,0,5,-5,0,0,1,bane,boon,boon,bane,bane
Rebecca,Rebecca,Wildflower,Colorless,Bow,16,6,7,4,3,17,7,8,5,4,18,8,9,6,5,32,24,29,16,21,35,27,32,19,24,38,30,35,22,27,0,9,0,0,0,1,bane,boon,boon,bane,neutral
Reinhardt,Reinhardt,Thunder's Fist,Blue,Tome,14,7,4,3,7,15,8,5,4,8,16,9,6,5,9,32,27,18,21,21,35,30,21,24,24,38,33,24,27,27,0,9,0,0,0,1,neutral,boon,bane,neutral,neutral
Reinhardt (WT),Reinhardt,Thunder's Sword,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,neutral,neutral
Rhajat,Rhajat,Black Magician,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Robin (Fallen),Robin,Fell Reincarnation,Green,Breath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,bane,boon,neutral
Robin (Female),Robin,Mystery Tactician,Green,Tome,n/a,n/a,n/a,n/a,n/a,17,7,7,6,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37,33,27,26,20,n/a,n/a,n/a,n/a,n/a,0,6,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Robin (Legendary),Robin,Fell Vessel,Colorless,Breath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,boon
Robin (Male),Robin,High Deliverer,Blue,Tome,16,6,6,5,3,17,7,7,6,4,18,8,8,7,5,34,24,24,23,17,37,27,27,26,20,40,30,30,29,23,0,7,0,0,0,1,neutral,boon,bane,neutral,bane
Robin (Summer),Robin,Seaside Tactician,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,neutral,boon,bane,bane
Robin (Winter),Robin,Festive Tactician,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,boon,bane
Roderick,Roderick,Steady Squire,Blue,Lance,16,6,7,4,5,17,7,8,5,6,18,8,9,6,7,34,26,29,20,19,37,29,32,23,22,40,32,35,26,25,0,11,0,0,0,1,neutral,boon,boon,neutral,bane
Roy,Roy,Young Lion,Red,Sword,18,7,8,4,2,19,8,9,5,3,20,9,10,6,4,38,25,26,20,22,41,28,29,23,25,44,31,32,26,28,0,11,0,0,0,1,bane,boon,neutral,boon,neutral
Roy (Brave),Roy,Brave Lion,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Roy (LA),Roy,Youthful Gifts,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,neutral,boon
Ryoma,Ryoma,Peerless Samurai,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,neutral,bane
Ryoma (Legendary),Ryoma,Supreme Samurai,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Saber,Saber,Driven Mercenary,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Saias,Saias,Bishop of Flame,Blue,Tome,n/a,n/a,n/a,n/a,n/a,16,6,8,4,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34,30,28,16,32,n/a,n/a,n/a,n/a,n/a,0,9,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Saizo,Saizo,Angry Ninja,Colorless,Dagger,15,5,7,8,1,16,6,8,9,2,17,7,9,10,3,31,23,29,28,11,34,26,32,31,14,37,29,35,34,17,0,6,0,0,0,1,neutral,boon,boon,boon,bane
Sakura,Sakura,Loving Priestess,Colorless,Staff,15,4,7,3,7,16,5,8,4,8,17,6,9,5,9,31,22,25,19,25,34,25,28,22,28,37,28,31,25,31,0,5,0,0,0,1,boon,boon,boon,neutral,bane
Sakura (Halloween),Sakura,Gentle Nekomata,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Sanaki,Sanaki,Begnion's Apostle,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Sanaki (Bride),Sanaki,Apostle in White,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,bane,neutral
Selena,Selena,Cutting Wit,Red,Sword,16,4,8,7,4,17,5,9,8,5,18,6,10,9,6,32,20,30,27,22,35,23,33,30,25,38,26,36,33,28,0,8,0,0,0,1,neutral,boon,neutral,neutral,bane
Seliph,Seliph,Heir of Light,Red,Sword,17,7,5,7,3,18,8,6,8,4,19,9,7,9,5,41,29,19,25,17,44,32,22,28,20,47,35,25,31,23,0,11,0,0,0,1,neutral,boon,neutral,boon,bane
Serra,Serra,Outspoken Cleric,Colorless,Staff,14,4,8,2,8,15,5,9,3,9,16,6,10,4,10,28,24,26,16,28,31,27,29,19,31,34,30,32,22,34,0,4,0,0,0,1,neutral,boon,boon,neutral,bane
Seth,Seth,Silver Knight,Red,Sword,16,7,5,7,3,17,8,6,8,4,18,9,7,9,5,32,27,25,27,17,35,30,28,30,20,38,33,31,33,23,0,8,0,0,0,1,neutral,boon,neutral,boon,bane
Setsuna,Setsuna,Absent Archer,Colorless,Bow,16,5,8,3,4,17,6,9,4,5,18,7,10,5,6,32,23,32,17,18,35,26,35,20,21,38,29,38,23,24,0,7,0,0,0,1,neutral,boon,boon,bane,bane
Shanna,Shanna,Sprightly Flier,Blue,Lance,15,7,8,4,5,16,8,9,5,6,17,9,10,6,7,33,25,30,20,23,36,28,33,23,26,39,31,36,26,29,0,7,0,0,0,1,neutral,boon,boon,bane,neutral
Sharena,Sharena,Princess of Askr,Blue,Lance,n/a,n/a,n/a,n/a,n/a,18,8,10,6,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,40,30,30,26,20,n/a,n/a,n/a,n/a,n/a,0,11,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Sharena (Spring),Sharena,Spring Princess,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Sheena,Sheena,Princess of Gra,Green,Axe,19,7,4,11,5,20,8,5,12,6,21,9,6,13,7,39,25,20,31,27,42,28,23,34,30,45,31,26,37,33,0,7,0,0,0,1,neutral,neutral,bane,boon,boon
Shigure (PA),Shigure,Dark Sky Singer,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Shigure (WF),Shigure,Uplifting Artist,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Shiro,Shiro,Raw Talent,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,neutral,boon,bane
Siegbert,Siegbert,Future King,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Sigurd,Sigurd,Holy Knight,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,boon,bane
Soleil,Soleil,Adorable Adorer,Red,Sword,16,9,8,4,3,17,10,9,5,4,18,11,10,6,5,32,33,30,22,19,35,36,33,25,22,38,39,36,28,25,0,11,0,0,0,1,neutral,boon,boon,neutral,bane
Sonya,Sonya,Vengeful Mage,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Sophia,Sophia,Nabata Prophet,Red,Tome,16,8,2,4,6,17,9,3,5,7,18,10,4,6,8,34,28,14,22,24,37,31,17,25,27,40,34,20,28,30,0,9,0,0,0,1,neutral,boon,bane,neutral,neutral
Soren,Soren,Shrewd Strategist,Green,Tome,15,6,8,2,5,16,7,9,3,6,17,8,10,4,7,31,28,28,12,23,34,31,31,15,26,37,34,34,18,29,0,9,0,0,0,1,bane,boon,boon,neutral,neutral
Sothe,Sothe,Zephyr,Colorless,Dagger,15,9,8,3,2,16,10,9,4,3,17,11,10,5,4,33,31,28,17,16,36,34,31,20,19,39,37,34,23,22,0,7,0,0,0,1,bane,boon,boon,bane,bane
Stahl,Stahl,Viridian Knight,Red,Sword,17,6,5,7,3,18,7,6,8,4,19,8,7,9,5,39,26,21,25,17,42,29,24,28,20,45,32,27,31,23,0,8,0,0,0,1,bane,boon,neutral,neutral,bane
Subaki,Subaki,Perfect Expert,Blue,Lance,16,4,8,8,3,17,5,9,9,4,18,6,10,10,5,34,20,30,30,17,37,23,33,33,20,40,26,36,36,23,0,8,0,0,0,1,bane,boon,boon,neutral,bane
Sully,Sully,Crimson Knight,Blue,Lance,16,6,7,5,4,17,7,8,6,5,18,8,9,7,6,36,22,29,19,22,39,25,32,22,25,42,28,35,25,28,0,8,0,0,0,1,bane,neutral,boon,neutral,neutral
Tailtiu,Tailtiu,Thunder Noble,Blue,Tome,15,7,8,2,4,16,8,9,3,5,17,9,10,4,6,33,27,30,12,20,36,30,33,15,23,39,33,36,18,26,0,9,0,0,0,1,neutral,boon,boon,neutral,bane
Takumi,Takumi,Wild Card,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,17,8,7,5,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37,30,31,23,16,n/a,n/a,n/a,n/a,n/a,0,9,0,0,0,1,neutral,boon,boon,neutral,bane
Takumi (Fallen),Takumi,Empty Vessel,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,14,9,10,5,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34,29,32,23,22,n/a,n/a,n/a,n/a,n/a,0,9,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Takumi (New Year),Takumi,Prince of Soup,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Tana,Tana,Winged Princess,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Tharja,Tharja,Dark Shadow,Red,Tome,15,7,7,4,3,16,8,8,5,4,17,9,9,6,5,33,27,29,18,15,36,30,32,21,18,39,33,35,24,21,0,9,0,0,0,1,neutral,boon,boon,bane,bane
Tharja (Bride),Tharja,Obsessive Bride,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,bane
Tharja (Winter),Tharja,"""Normal Girl""",Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,bane,boon,boon
Tiki (Adult),Tiki,Naga's Voice,Red,Breath,16,6,4,8,5,17,7,5,9,6,18,8,6,10,7,34,30,18,30,19,37,33,21,33,22,40,36,24,36,25,0,7,0,0,0,1,neutral,boon,bane,boon,boon
Tiki (Summer),Tiki,Summering Scion,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,neutral,neutral
Tiki (Young),Tiki,Dragon Scion,Red,Breath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,neutral,boon,boon,neutral
Titania,Titania,Mighty Mercenary,Green,Axe,16,4,7,4,7,17,5,8,5,8,18,6,9,6,9,32,22,29,20,25,35,25,32,23,28,38,28,35,26,31,0,8,0,0,0,1,neutral,boon,boon,bane,boon
Tobin,Tobin,The Clueless One,Red,Sword,n/a,n/a,n/a,n/a,n/a,17,7,5,4,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43,29,25,30,23,n/a,n/a,n/a,n/a,n/a,0,8,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Ursula,Ursula,Blue Crow,Blue,Tome,n/a,n/a,n/a,n/a,n/a,15,6,8,3,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33,26,30,17,28,n/a,n/a,n/a,n/a,n/a,0,6,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Valter,Valter,Dark Moonstone,Blue,Lance,n/a,n/a,n/a,n/a,n/a,17,8,9,7,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39,30,29,31,17,n/a,n/a,n/a,n/a,n/a,0,11,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Virion,Virion,Elite Archer,Colorless,Bow,18,6,6,5,1,19,7,7,6,2,20,8,8,7,3,40,26,26,21,9,43,29,29,24,12,46,32,32,27,15,0,9,0,0,0,1,neutral,boon,boon,neutral,bane
Wrys,Wrys,Kindly Priest,Colorless,Staff,16,3,5,3,9,17,4,6,4,10,18,5,7,5,11,36,19,19,17,31,39,22,22,20,34,42,25,25,23,37,0,5,0,0,0,1,boon,bane,neutral,boon,boon
Xander,Xander,Paragon Knight,Red,Sword,n/a,n/a,n/a,n/a,n/a,19,8,4,9,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,41,30,22,35,15,n/a,n/a,n/a,n/a,n/a,0,11,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Xander (Spring),Xander,Spring Prince,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,bane,boon,neutral
Xander (Summer),Xander,Student Swimmer,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,boon,boon,neutral,boon,bane
Zelgius,Zelgius,Jet-Black General,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Zephiel,Zephiel,The Liberator,Red,Sword,n/a,n/a,n/a,n/a,n/a,24,9,2,12,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,52,33,14,36,22,n/a,n/a,n/a,n/a,n/a,0,11,0,0,0,1,neutral,neutral,neutral,neutral,neutral
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,
