List Name,Unit Name,Title,Color,Weapon,HP1-,ATK1-,SPD1-,DEF1-,RES1-,HP1,ATK1,SPD1,DEF1,RES1,HP1+,ATK1+,SPD1+,DEF1+,RES1+,HP40-,ATK40-,SPD40-,DEF40-,RES40-,HP40,ATK40,SPD40,DEF40,RES40,HP40+,ATK40+,SPD40+,DEF40+,RES40+,WHP,WATK,WSPD,WDEF,WRES,Possible,HP,ATK,SPD,DEF,RES
Michalis,Michalis,Ambitious King,Green,Axe,n/a,n/a,n/a,n/a,n/a,18,7,6,8,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39,30,23,31,16,n/a,n/a,n/a,n/a,n/a,0,8,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Minerva,Minerva,Red Dragon,Green,Axe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Mist,Mist,Helpful Sister,Colorless,Staff,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,boon
Morgan (Female),Morgan,Lass from Afar,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,neutral,boon
Morgan (Male),Morgan,Lad from Afar,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,bane
Myrrh,Myrrh,Great Dragon,Green,Breath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,boon,neutral
Nanna,Nanna,Nordion Princess,Colorless,Staff,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Narcian,Narcian,Wyvern General,Green,Axe,n/a,n/a,n/a,n/a,n/a,17,6,6,7,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38,25,25,28,23,n/a,n/a,n/a,n/a,n/a,0,8,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Navarre,Navarre,Scarlet Sword,Red,Sword,n/a,n/a,n/a,n/a,n/a,17,6,10,5,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38,27,33,20,21,n/a,n/a,n/a,n/a,n/a,0,8,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Nephenee,Nephenee,Fierce Halberdier,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,boon,bane
Niles,Niles,Cruel to Be Kind,Colorless,Bow,16,4,6,2,6,17,5,7,3,7,18,6,8,4,8,31,19,27,11,27,34,22,30,14,30,37,25,33,17,33,0,6,0,0,0,1,neutral,neutral,boon,bane,boon
Ninian,Ninian,Oracle of Destiny,Blue,Breath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,neutral
Ninian (Bride),Ninian,Bright-Eyed Bride,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Nino,Nino,Pious Mage,Green,Tome,14,5,8,2,5,15,6,9,3,6,16,7,10,4,7,27,26,29,13,20,30,29,32,16,23,33,32,35,19,26,0,6,0,0,0,1,neutral,boon,boon,bane,neutral
Nino (SF),Nino,Pale Flower,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Noire (Summer),Noire,Shade Seeker,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Nowi,Nowi,Eternal Youth,Blue,Breath,15,4,3,4,3,16,5,4,5,4,17,6,5,6,5,38,27,20,23,20,41,30,23,26,23,44,33,26,29,26,0,8,0,0,0,1,bane,boon,boon,boon,neutral
Nowi (Halloween),Nowi,Eternal Witch,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Oboro,Oboro,Fierce Fighter,Blue,Lance,16,6,5,7,3,17,7,6,8,4,18,8,7,9,5,33,25,20,28,18,36,28,23,31,21,39,31,26,34,24,0,8,0,0,0,1,neutral,boon,bane,boon,boon
Odin,Odin,Potent Force,Blue,Tome,17,3,6,4,4,18,4,7,5,5,19,5,8,6,6,36,16,25,19,19,39,19,28,22,22,42,22,31,25,25,0,6,0,0,0,1,neutral,boon,boon,neutral,bane
Ogma,Ogma,Loyal Blade,Red,Sword,19,5,8,4,1,20,6,9,5,2,21,7,10,6,3,40,28,27,21,8,43,31,30,24,11,46,34,33,27,17,0,8,0,0,0,1,bane,boon,boon,neutral,bane
Oliver,Oliver,Admirer of Beauty,Blue,Tome,n/a,n/a,n/a,n/a,n/a,17,7,4,5,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38,28,17,20,30,n/a,n/a,n/a,n/a,n/a,0,6,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Olivia,Olivia,Blushing Beauty,Red,Sword,15,4,5,3,2,16,5,6,4,3,17,6,7,5,4,30,21,26,20,19,33,24,29,23,22,36,27,32,26,25,0,8,0,0,0,1,neutral,boon,boon,neutral,bane
Olivia (PA),Olivia,Festival Dancer,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,boon
Olwen,Olwen,Blue Mage Knight,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Olwen (WT),Olwen,Righteous Knight,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Oscar,Oscar,Agile Hoseman,Blue,Lance,16,5,6,5,4,17,6,7,6,5,18,7,8,7,6,33,26,27,20,15,36,29,30,23,18,39,32,33,26,21,0,8,0,0,0,1,neutral,boon,boon,neutral,bane
Palla,Palla,Eldest Whitewing,Red,Sword,16,5,7,4,5,17,6,8,5,6,18,7,9,6,7,35,24,24,21,20,38,27,27,24,23,41,30,30,27,26,0,8,0,0,0,1,bane,boon,boon,neutral,bane
Peri,Peri,Playful Slayer,Blue,Lance,14,7,7,4,4,15,8,8,5,5,16,9,9,6,6,29,26,26,17,23,32,29,29,20,26,35,32,32,23,29,0,8,0,0,0,1,bane,boon,boon,bane,neutral
Priscilla,Priscilla,Delicate Princess,Colorless,Staff,15,5,5,2,6,16,6,6,3,7,17,7,7,4,8,30,22,22,13,25,33,25,25,16,28,36,28,28,19,31,0,10,0,0,0,1,neutral,boon,boon,bane,neutral
Raigh,Raigh,Dark Child,Red,Tome,15,6,5,3,5,16,7,6,4,6,17,8,7,5,7,30,25,22,16,22,33,28,25,19,25,36,31,28,22,28,0,6,0,0,0,1,neutral,neutral,boon,bane,neutral
Raven,Raven,Peerless Fighter,Green,Axe,17,6,7,4,3,18,7,8,5,4,19,8,9,6,5,34,27,28,19,16,37,30,31,22,19,40,33,34,25,22,0,8,0,0,0,1,bane,boon,boon,bane,bane
Rebecca,Rebecca,Wildflower,Colorless,Bow,16,5,6,4,3,17,6,7,5,4,18,7,8,6,5,31,22,27,15,20,34,25,30,18,23,37,28,33,21,26,0,6,0,0,0,1,bane,boon,boon,bane,neutral
Reinhardt,Reinhardt,Thunder's Fist,Blue,Tome,14,6,4,3,6,15,7,5,4,7,16,8,6,5,8,31,25,17,20,19,34,28,20,23,22,37,31,23,26,25,0,6,0,0,0,1,neutral,boon,bane,neutral,neutral
Reinhardt (WT),Reinhardt,Thunder's Sword,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,neutral,neutral
Rhajat,Rhajat,Black Magician,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Robin (Fallen),Robin,Fell Reincarnation,Green,Breath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,bane,boon,neutral
Robin (Female),Robin,Mystery Tactician,Green,Tome,n/a,n/a,n/a,n/a,n/a,17,6,6,6,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36,31,25,25,19,n/a,n/a,n/a,n/a,n/a,0,6,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Robin (Legendary),Robin,Fell Vessel,Colorless,Breath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,boon
Robin (Male),Robin,High Deliverer,Blue,Tome,16,5,5,5,3,17,6,6,6,4,18,7,7,7,5,33,22,22,22,16,36,25,25,25,19,39,28,28,28,22,0,6,0,0,0,1,neutral,boon,bane,neutral,bane
Robin (Summer),Robin,Seaside Tactician,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,neutral,boon,bane,bane
Robin (Winter),Robin,Festive Tactician,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,boon,bane
Roderick,Roderick,Steady Squire,Blue,Lance,16,5,6,4,5,17,6,7,5,6,18,7,8,6,7,33,24,27,19,18,36,27,30,22,21,39,30,33,25,24,0,8,0,0,0,1,neutral,boon,boon,neutral,bane
Roy,Roy,Young Lion,Red,Sword,18,6,7,4,2,19,7,8,5,3,20,8,9,6,4,37,23,24,19,21,40,26,27,22,24,43,29,30,25,27,0,8,0,0,0,1,bane,boon,neutral,boon,neutral
Roy (Brave),Roy,Brave Lion,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Roy (LA),Roy,Youthful Gifts,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,bane,neutral,boon
Ryoma,Ryoma,Peerless Samurai,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,neutral,bane
Ryoma (Legendary),Ryoma,Supreme Samurai,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Saber,Saber,Driven Mercenary,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Saias,Saias,Bishop of Flame,Blue,Tome,n/a,n/a,n/a,n/a,n/a,16,6,7,4,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33,29,26,15,30,n/a,n/a,n/a,n/a,n/a,0,6,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Saizo,Saizo,Angry Ninja,Colorless,Dagger,15,5,6,7,1,16,6,7,8,2,17,7,8,9,3,30,22,27,26,10,33,25,30,29,13,36,28,33,32,16,0,5,0,0,0,1,neutral,boon,boon,boon,bane
Sakura,Sakura,Loving Priestess,Colorless,Staff,15,4,6,3,6,16,5,7,4,7,17,6,8,5,8,30,21,213,18,23,33,24,26,21,26,36,27,29,24,29,0,10,0,0,0,1,boon,boon,boon,neutral,bane
Sakura (Halloween),Sakura,Gentle Nekomata,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Sanaki,Sanaki,Begnion's Apostle,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Sanaki (Bride),Sanaki,Apostle in White,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,neutral,bane,neutral
Selena,Selena,Cutting Wit,Red,Sword,16,4,7,6,4,17,5,8,7,5,18,6,9,8,6,31,19,28,25,21,34,22,31,28,24,37,25,34,31,27,0,8,0,0,0,1,neutral,boon,neutral,neutral,bane
Seliph,Seliph,Heir of Light,Red,Sword,17,6,5,6,3,18,7,6,7,4,19,8,7,8,5,40,27,18,23,16,43,30,21,26,19,46,33,24,29,22,0,8,0,0,0,1,neutral,boon,neutral,boon,bane
Serra,Serra,Outspoken Cleric,Colorless,Staff,14,4,7,2,7,15,5,8,3,8,16,6,9,4,9,27,23,24,15,26,30,26,27,18,29,33,29,30,21,32,0,10,0,0,0,1,neutral,boon,boon,neutral,bane
Seth,Seth,Silver Knight,Red,Sword,16,6,5,6,3,17,7,6,7,4,18,8,7,8,5,31,25,34,25,16,34,28,27,28,19,37,31,30,31,22,0,8,0,0,0,1,neutral,boon,neutral,boon,bane
Setsuna,Setsuna,Absent Archer,Colorless,Bow,16,4,7,3,4,17,5,8,4,5,18,6,9,5,6,31,21,30,16,17,34,24,33,19,20,37,27,36,22,23,0,6,0,0,0,1,neutral,boon,boon,bane,bane
Shanna,Shanna,Sprightly Flier,Blue,Lance,15,6,7,4,5,16,7,8,5,6,17,8,9,6,7,32,23,28,19,22,35,26,31,22,25,38,29,34,25,28,0,8,0,0,0,1,neutral,boon,boon,bane,neutral
Sharena,Sharena,Princess of Askr,Blue,Lance,n/a,n/a,n/a,n/a,n/a,18,7,8,6,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39,28,28,25,19,n/a,n/a,n/a,n/a,n/a,0,8,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Sharena (Spring),Sharena,Spring Princess,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Sheena,Sheena,Princess of Gra,Green,Axe,19,6,4,10,5,20,7,5,11,6,21,8,6,12,7,38,23,19,29,26,41,26,22,32,29,44,29,25,35,32,0,8,0,0,0,1,neutral,neutral,bane,boon,boon
Shigure (PA),Shigure,Dark Sky Singer,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,neutral
Shigure (WF),Shigure,Uplifting Artist,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Shiro,Shiro,Raw Talent,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,neutral,boon,bane
Siegbert,Siegbert,Future King,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Sigurd,Sigurd,Holy Knight,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,boon,bane
Soleil,Soleil,Adorable Adorer,Red,Sword,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Sonya,Sonya,Vengeful Mage,Green,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Sophia,Sophia,Nabata Prophet,Red,Tome,16,7,2,4,5,17,8,3,5,6,18,9,4,6,7,33,26,13,21,22,36,29,16,24,25,39,32,19,27,28,0,6,0,0,0,1,neutral,boon,bane,neutral,neutral
Soren,Soren,Shrewd Strategist,Green,Tome,15,5,7,2,5,16,6,8,3,6,17,7,9,4,7,30,26,26,11,22,33,29,29,14,25,36,32,32,17,28,0,6,0,0,0,1,bane,boon,boon,neutral,neutral
Sothe,Sothe,Zephyr,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,bane,bane
Stahl,Stahl,Viridian Knight,Red,Sword,17,5,5,6,3,18,6,6,7,4,19,7,7,8,5,38,24,20,23,16,41,27,23,26,19,44,30,26,29,22,0,8,0,0,0,1,bane,boon,neutral,neutral,bane
Subaki,Subaki,Perfect Expert,Blue,Lance,16,4,7,7,3,17,5,8,8,4,18,6,9,9,5,33,19,28,28,16,36,22,31,31,19,39,25,34,34,22,0,8,0,0,0,1,bane,boon,boon,neutral,bane
Sully,Sully,Crimson Knight,Blue,Lance,16,5,6,5,4,17,6,7,6,5,18,7,8,7,6,35,20,27,18,21,38,23,30,21,24,41,26,33,24,27,0,8,0,0,0,1,bane,neutral,boon,neutral,neutral
Tailtiu,Tailtiu,Thunder Noble,Blue,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Takumi,Takumi,Wild Card,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Takumi (Fallen),Takumi,Empty Vessel,Colorless,Bow,n/a,n/a,n/a,n/a,n/a,14,8,9,5,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33,27,30,22,21,n/a,n/a,n/a,n/a,n/a,0,6,0,0,0,1,neutral,neutral,neutral,neutral,neutral
Takumi (New Year),Takumi,Prince of Soup,Colorless,Dagger,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,bane,neutral
Tana,Tana,Winged Princess,Blue,Lance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,bane,boon,boon,neutral,bane
Tana (Summer),Tana,Noble and Nimble,Red,Tome,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,neutral,boon,boon,neutral,bane
Tharja,Tharja,Dark Shadow,Red,Tome,15,6,6,4,3,16,7,7,5,4,17,8,8,6,5,32,25,27,17,14,35,28,30,20,17,38,31,33,23,20,0,6,0,0,0,1,neutral,boon,boon,bane,bane
